"cruiseID","station","time","lat","lon","temp","sal","depth","ODO_molL","ODO_perc","turb","chla","sigma0"
"V2108","BL9","22-Aug-2021 15:27:20",75.65992,-81.16727,0.06890869140625,30.8221994127546,0.75,348.110168457031,94.5140075683594,0.766531808035714,0.339808872767857,24.735984459405
"V2108","BL9","22-Aug-2021 15:27:21",75.65992,-81.16727,0.263465881347656,30.8454842567444,1.25,359.251800537109,98.0582790374756,0.7650146484375,0.273529052734375,24.7462017345579
"V2108","BL9","22-Aug-2021 15:27:22",75.65992,-81.16727,0.302993774414062,30.8379755020142,1.75,365.51473236084,99.8658275604248,0.81103515625,0.267166137695312,24.7383550706081
"V2108","BL9","22-Aug-2021 15:27:22",75.65992,-81.16727,0.329254150390625,30.8390107154846,2.25,367.65470123291,100.52091217041,0.76922607421875,0.403823852539062,24.7379829741822
"V2108","BL9","22-Aug-2021 15:28:39",75.65992,-81.16727,0.35728759765625,30.848424911499,2.75,371.109185791016,101.547367858887,0.776611328125,0.3747802734375,24.7442656933092
"V2108","BL9","22-Aug-2021 15:30:02",75.65992,-81.16727,0.502388000488281,30.9325776100159,3.25,375.778167724609,103.277635574341,0.6612548828125,0.4241943359375,24.8050886465699
"V2108","BL9","22-Aug-2021 15:30:03",75.65992,-81.16727,0.696861267089844,31.0170001983643,3.75,375.10009765625,103.678859710693,0.53729248046875,0.433685302734375,24.8632331749045
"V2108","BL9","22-Aug-2021 15:30:03",75.65992,-81.16727,0.862548828125,31.0088520050049,4.25,376.35292561849,104.470639546712,0.524495442708333,0.5025634765625,24.8479357169067
"V2108","BL9","22-Aug-2021 15:30:04",75.65992,-81.16727,0.88096923828125,31.0406425476074,4.75,378.734454345703,105.205204772949,0.599755859375,0.593896484375,24.8724911625882
"V2108","BL9","22-Aug-2021 15:30:04",75.65992,-81.16727,0.898361206054688,31.0511584281921,5.25,377.11457824707,104.810264587402,0.672607421875,0.721542358398438,24.8799986156005
"V2108","BL9","22-Aug-2021 15:30:05",75.65992,-81.16727,0.933006286621094,31.064103603363,5.75,375.488136291504,104.461853027344,0.67144775390625,0.878036499023438,24.8885058444366
